,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,make_code
78324,10.4,27.2,0.0,5.8,9.7,3,35.0,1,5,6.0,17.0,71.0,31.0,1019.4,1017.4,7.0,6.0,16.5,26.4,0,0,0
138681,25.5,34.0,0.0,4.4,7.9,8,30.0,5,1,11.0,15.0,83.0,54.0,1012.6,1009.0,3.0,5.0,27.8,32.4,0,0,0
65312,12.3,27.6,0.0,5.8,9.7,3,54.0,3,3,35.0,28.0,50.0,25.0,1019.3,1017.4,7.0,6.0,19.7,27.2,0,0,0
23192,19.2,24.5,0.4,3.6,1.8,2,39.0,0,2,19.0,24.0,73.0,70.0,1020.1,1019.0,7.0,7.0,21.8,21.6,0,0,0
84427,17.7,28.7,0.0,6.4,9.1,0,20.0,12,1,6.0,7.0,61.0,56.0,1020.3,1017.5,6.0,7.0,23.6,26.0,0,0,0
102548,10.1,28.8,0.0,4.0,7.5,13,31.0,4,5,7.0,17.0,40.0,21.0,1017.4,1014.8,3.0,6.0,19.8,27.7,0,0,0
105545,16.2,31.4,0.0,7.4,8.8,0,46.0,2,3,15.0,17.0,32.0,15.0,1015.2,1011.5,2.0,7.0,22.9,31.1,0,0,0
40963,14.5,23.8,0.2,1.6,8.2,13,26.0,14,9,15.0,15.0,84.0,72.0,1021.9,1020.0,1.0,7.0,19.5,22.3,0,0,0
38415,11.9,25.8,0.0,4.0,9.1,1,24.0,1,4,13.0,9.0,61.0,33.0,1021.9,1019.3,3.0,7.0,17.8,25.1,0,0,0
93429,21.8,30.1,0.0,6.2,7.8,1,33.0,2,4,9.0,26.0,65.0,63.0,1015.7,1013.0,2.0,6.0,27.0,28.7,0,0,0
129429,11.4,24.5,0.0,3.8,9.1,6,44.0,6,3,22.0,17.0,39.0,16.0,1016.2,1015.7,3.0,5.0,18.1,23.3,0,0,0
14301,12.5,28.7,0.0,4.6,8.8,0,31.0,4,8,20.0,11.0,62.0,25.0,1020.5,1017.1,7.0,7.0,20.7,27.7,0,0,0
84788,17.0,26.0,0.0,5.2,9.3,0,33.0,11,2,9.0,17.0,63.0,60.0,1026.1,1023.7,1.0,4.0,22.6,24.2,0,0,0
68112,13.0,26.9,0.0,3.4,7.3,6,31.0,5,3,7.0,17.0,96.0,40.0,1028.2,1024.1,7.0,7.0,14.6,26.2,0,0,0
65677,10.0,26.3,0.0,3.4,7.3,3,54.0,4,3,6.0,30.0,86.0,38.0,1028.0,1024.4,7.0,7.0,14.9,25.7,0,0,0
78683,11.6,26.9,0.0,3.4,7.3,1,19.0,1,1,4.0,9.0,100.0,41.0,1028.3,1024.4,7.0,7.0,13.5,26.4,0,0,0
71119,15.3,32.1,0.0,8.0,5.7,5,43.0,4,5,17.0,20.0,38.0,20.0,1024.4,1020.4,7.0,7.0,20.5,31.4,0,0,0
117639,11.8,25.8,0.0,2.4,10.1,12,31.0,5,15,7.0,24.0,77.0,47.0,1018.5,1017.3,0.0,2.0,17.4,24.1,0,0,0
120832,14.1,25.6,0.0,2.4,10.1,15,26.0,10,12,4.0,15.0,75.0,52.0,1018.4,1017.5,0.0,2.0,18.5,23.5,0,0,0
139046,25.2,33.5,0.0,4.8,11.2,1,37.0,0,14,13.0,17.0,70.0,46.0,1013.1,1010.1,1.0,4.0,28.9,33.1,0,1,1
126996,3.1,13.5,0.0,3.2,8.5,6,26.0,6,2,9.0,6.0,92.0,64.0,1025.0,1022.8,1.0,1.0,4.8,11.6,0,0,0
66067,8.2,21.1,0.0,1.0,6.3,5,30.0,5,3,6.0,20.0,88.0,41.0,1022.7,1019.3,6.0,7.0,9.1,20.3,0,0,0
35977,8.3,21.3,0.0,4.4,4.1,1,35.0,2,1,15.0,15.0,63.0,44.0,1022.9,1019.6,7.0,7.0,13.9,19.7,0,0,0
85024,18.0,27.9,0.0,6.2,8.4,9,30.0,8,4,13.0,20.0,58.0,60.0,1013.0,1009.4,2.0,2.0,24.8,26.8,0,0,0
59874,2.4,16.9,0.0,1.4,7.2,2,19.0,6,2,11.0,11.0,93.0,52.0,1024.0,1020.5,1.0,7.0,7.9,16.9,0,0,0
68318,8.9,21.9,0.0,2.6,4.2,8,46.0,1,4,7.0,24.0,65.0,49.0,1017.7,1015.6,7.0,7.0,12.3,19.8,0,0,0
90992,17.8,27.2,0.0,6.0,5.2,4,30.0,15,4,4.0,17.0,65.0,57.0,1013.7,1010.0,6.0,7.0,22.6,25.3,0,0,0
44916,4.2,17.5,0.0,2.2,4.8,1,35.0,2,4,4.0,20.0,85.0,60.0,1025.8,1022.4,7.0,6.0,8.7,15.8,0,0,0
118029,10.4,23.5,0.0,2.6,8.8,12,26.0,3,13,9.0,11.0,74.0,57.0,1016.4,1014.5,1.0,1.0,17.0,23.1,0,0,0
114836,9.2,24.4,0.0,2.6,8.8,15,31.0,14,15,11.0,17.0,69.0,55.0,1016.8,1014.8,1.0,1.0,16.4,22.7,0,0,0
136243,25.2,31.9,0.0,5.6,7.0,0,33.0,9,3,9.0,17.0,83.0,68.0,1011.2,1007.6,7.0,5.0,26.7,30.3,0,0,0
75890,5.3,19.7,0.2,1.0,6.3,1,13.0,1,0,7.0,7.0,99.0,48.0,1022.8,1019.5,7.0,7.0,6.9,19.6,0,0,0
133059,6.9,23.7,0.0,4.0,10.6,8,37.0,15,10,7.0,17.0,54.0,21.0,1016.8,1013.4,0.0,1.0,14.8,23.1,0,0,0
62874,3.2,21.3,0.2,1.0,6.3,5,30.0,5,3,6.0,20.0,88.0,39.0,1022.8,1019.5,7.0,7.0,7.8,20.1,0,0,0
97115,4.9,16.8,0.0,0.4,7.0,4,22.0,2,1,9.0,11.0,89.0,70.0,1019.7,1017.6,6.0,7.0,9.5,16.4,0,0,0
72894,6.7,16.3,0.0,0.4,7.0,0,24.0,1,0,13.0,13.0,99.0,73.0,1020.7,1018.1,5.0,5.0,17.0,15.5,0,0,0
20756,16.1,18.8,0.0,5.2,3.0,8,46.0,10,9,26.0,22.0,54.0,55.0,1018.4,1016.6,6.0,7.0,17.1,17.1,0,0,0
6441,7.2,21.0,0.0,2.4,8.0,9,20.0,2,10,6.0,6.0,46.0,26.0,1022.7,1020.3,1.0,1.0,14.9,20.6,0,0,0
91357,14.5,27.1,0.0,5.0,10.6,1,37.0,9,4,11.0,26.0,51.0,37.0,1018.1,1015.3,0.0,1.0,22.4,25.1,0,0,0
97480,7.4,17.0,0.2,0.4,4.3,3,22.0,3,6,15.0,9.0,91.0,69.0,1023.7,1021.4,5.0,7.0,9.8,15.5,0,0,0
82373,11.2,24.4,0.0,2.8,9.1,15,19.0,12,2,9.0,4.0,56.0,48.0,1018.2,1016.2,1.0,3.0,17.9,23.3,0,0,0
63239,4.9,17.9,0.0,2.0,8.8,3,28.0,3,10,13.0,11.0,68.0,38.0,1023.9,1021.8,2.0,1.0,9.6,17.5,0,0,0
118394,10.4,22.3,0.0,2.2,9.4,12,19.0,5,12,7.0,9.0,83.0,52.0,1013.2,1011.9,1.0,1.0,15.4,21.2,0,0,0
73259,7.3,16.4,0.0,0.4,4.3,13,24.0,3,13,7.0,15.0,94.0,77.0,1023.5,1021.6,4.0,7.0,11.0,15.3,0,0,0
76255,3.2,17.9,0.0,2.0,8.8,15,15.0,4,9,6.0,4.0,99.0,43.0,1023.9,1021.6,2.0,1.0,5.9,17.1,0,0,0
127361,7.2,15.8,0.6,0.6,3.6,3,31.0,6,0,13.0,6.0,86.0,84.0,1020.5,1019.2,7.0,7.0,9.5,12.0,0,1,1
103479,8.7,19.8,0.0,2.8,3.2,3,31.0,5,3,11.0,17.0,55.0,36.0,1023.2,1019.3,5.0,8.0,13.2,18.3,0,0,0
133424,3.9,21.4,0.0,4.0,6.0,0,30.0,2,2,7.0,17.0,61.0,34.0,1019.6,1014.4,5.0,7.0,13.5,20.9,0,1,1
60239,3.2,17.3,0.2,2.2,8.3,13,24.0,14,13,13.0,17.0,95.0,40.0,1023.6,1021.3,2.0,5.0,6.3,17.0,0,0,0
85389,21.4,25.9,0.0,5.6,0.4,10,41.0,10,10,20.0,24.0,68.0,63.0,1016.3,1014.0,7.0,7.0,23.7,24.5,0,0,0
66432,6.1,18.8,0.0,2.0,8.8,3,28.0,3,10,13.0,11.0,80.0,44.0,1023.9,1021.7,2.0,3.0,7.6,17.1,0,0,0
36342,1.6,18.8,0.0,1.0,9.6,2,15.0,2,15,9.0,6.0,73.0,41.0,1024.2,1021.4,1.0,1.0,8.8,17.8,0,0,0
12383,4.0,22.8,0.0,4.2,10.4,10,31.0,8,11,4.0,15.0,61.0,31.0,1020.9,1017.5,0.0,1.0,13.0,22.4,0,0,0
115201,9.5,22.7,0.0,2.2,9.4,15,24.0,5,15,9.0,15.0,74.0,45.0,1013.5,1012.0,1.0,1.0,16.6,21.6,0,0,0
91691,17.4,27.1,0.0,7.4,3.1,0,41.0,10,0,24.0,28.0,54.0,50.0,1021.7,1018.9,2.0,7.0,22.7,25.8,0,0,0
100813,9.4,22.9,0.0,2.8,5.3,6,28.0,4,6,9.0,13.0,44.0,23.0,1025.8,1023.7,6.0,6.0,14.3,22.0,0,0,0
136943,21.9,32.2,0.0,6.4,11.3,0,44.0,0,0,26.0,20.0,67.0,41.0,1015.4,1012.0,3.0,6.0,25.8,31.1,0,0,0
73591,8.1,17.6,0.0,1.6,1.1,3,41.0,3,3,20.0,15.0,52.0,53.0,1025.5,1024.0,7.0,8.0,13.5,16.0,0,0,0
97815,9.6,16.6,0.0,1.6,1.1,5,35.0,5,5,24.0,17.0,57.0,56.0,1025.8,1023.9,7.0,7.0,12.1,16.0,0,0,0
118729,7.5,24.8,0.0,2.6,9.4,4,26.0,4,7,11.0,11.0,76.0,42.0,1021.0,1017.0,1.0,4.0,15.6,24.3,0,1,1
115536,10.5,25.4,0.0,2.6,9.4,3,33.0,4,3,11.0,20.0,68.0,34.0,1021.3,1017.4,1.0,4.0,16.6,24.4,0,1,1
103809,10.8,24.0,0.0,9.0,8.3,3,35.0,4,3,19.0,28.0,59.0,20.0,1024.6,1022.1,5.0,2.0,14.4,22.8,0,1,1
82707,14.5,22.5,0.2,3.0,6.5,10,28.0,11,9,4.0,6.0,77.0,87.0,1028.3,1026.2,5.0,7.0,18.6,19.3,0,1,1
21455,15.8,19.9,1.0,5.6,4.1,9,56.0,2,2,30.0,26.0,48.0,50.0,1026.5,1025.4,7.0,6.0,17.9,19.3,0,0,0
34038,10.2,22.2,0.0,3.8,9.0,13,28.0,7,9,17.0,15.0,52.0,36.0,1023.1,1020.4,4.0,6.0,14.5,19.7,0,0,0
10129,8.3,21.7,0.0,2.2,9.7,1,19.0,12,1,2.0,13.0,74.0,52.0,1023.9,1020.9,5.0,3.0,16.5,21.2,0,0,0
137309,19.8,32.1,0.0,5.2,10.9,2,35.0,9,1,15.0,15.0,47.0,22.0,1013.9,1010.9,1.0,3.0,23.3,31.8,0,0,0
92057,16.9,28.8,0.0,5.6,10.4,2,41.0,10,1,9.0,28.0,57.0,56.0,1019.3,1016.2,1.0,5.0,24.3,25.5,0,0,0
60940,6.7,14.6,0.0,0.8,0.8,15,39.0,14,13,13.0,17.0,99.0,64.0,1022.9,1023.1,7.0,8.0,9.5,14.4,0,0,0
13078,5.4,23.0,0.0,14.0,10.3,0,31.0,1,14,11.0,11.0,51.0,18.0,1024.6,1020.8,3.0,4.0,14.8,22.1,0,0,0
69384,5.8,20.6,0.0,4.0,6.6,11,26.0,11,8,7.0,17.0,84.0,39.0,1025.7,1023.5,7.0,3.0,9.0,19.7,0,0,0
37043,1.6,18.7,0.0,1.8,9.2,14,20.0,0,13,11.0,7.0,84.0,35.0,1025.4,1022.3,5.0,5.0,6.7,18.4,0,0,0
83069,10.8,24.4,0.0,3.4,9.3,2,17.0,11,1,4.0,9.0,75.0,51.0,1023.8,1020.4,1.0,1.0,17.0,22.6,0,0,0
115902,8.0,24.9,0.0,2.2,9.4,1,37.0,4,0,22.0,11.0,62.0,29.0,1025.6,1021.8,0.0,1.0,15.1,24.2,0,0,0
76955,9.8,14.5,1.2,2.6,0.3,6,30.0,6,12,6.0,11.0,99.0,67.0,1024.2,1024.2,8.0,7.0,10.6,13.9,1,0,0
119095,8.1,25.2,0.0,2.2,9.4,4,24.0,0,1,7.0,11.0,64.0,33.0,1025.4,1021.8,0.0,1.0,15.9,24.4,0,0,0
63940,9.6,13.9,1.2,2.6,0.3,6,35.0,7,8,11.0,11.0,97.0,61.0,1024.4,1024.4,8.0,7.0,10.4,13.8,1,0,0
37349,4.2,14.6,0.0,1.2,7.0,15,31.0,7,12,9.0,15.0,81.0,51.0,1020.1,1018.2,1.0,6.0,8.7,14.0,0,0,0
31339,9.8,20.2,0.0,3.6,9.1,13,39.0,13,13,20.0,20.0,54.0,30.0,1016.8,1014.1,2.0,1.0,12.1,19.0,0,0,0
116208,8.0,21.9,0.0,1.2,9.2,3,31.0,4,14,11.0,15.0,73.0,42.0,1014.6,1010.0,1.0,1.0,14.8,20.9,0,1,1
13378,4.6,18.2,0.0,3.2,9.9,12,37.0,15,12,13.0,22.0,52.0,30.0,1021.2,1017.7,5.0,1.0,12.8,17.4,0,0,0
104479,8.1,24.1,0.0,4.0,9.7,6,35.0,5,6,13.0,15.0,49.0,22.0,1021.3,1017.1,5.0,6.0,12.7,22.6,0,0,0
64246,6.6,16.9,0.8,1.0,8.1,3,46.0,14,13,13.0,15.0,75.0,41.0,1019.4,1016.7,1.0,5.0,11.3,16.2,0,0,0
98487,2.6,15.9,0.2,0.6,4.5,5,31.0,5,13,17.0,6.0,94.0,94.0,1019.0,1015.2,1.0,8.0,8.1,12.5,0,1,1
61246,7.2,14.9,0.2,0.8,7.2,15,43.0,14,13,20.0,26.0,82.0,63.0,1017.7,1016.2,3.0,5.0,11.2,14.3,0,0,0
22127,16.4,22.0,0.8,3.4,6.4,15,43.0,7,7,17.0,20.0,72.0,68.0,1012.8,1009.8,2.0,5.0,20.0,20.1,0,1,1
77261,8.3,15.7,0.6,1.0,8.1,13,22.0,13,8,7.0,2.0,84.0,60.0,1019.4,1016.8,1.0,5.0,10.2,14.5,0,0,0
69690,3.8,21.3,0.0,4.0,7.9,6,28.0,5,7,7.0,15.0,80.0,31.0,1021.6,1017.4,1.0,3.0,9.7,20.6,0,0,0
119401,9.1,21.7,0.0,1.2,9.2,6,22.0,1,14,7.0,11.0,77.0,50.0,1014.5,1010.1,1.0,1.0,14.7,20.6,0,1,1
83374,8.6,21.6,0.0,5.4,10.1,13,30.0,15,13,7.0,11.0,45.0,33.0,1018.5,1015.0,0.0,0.0,16.6,20.9,0,0,0
34344,8.4,20.0,0.0,3.6,9.1,13,39.0,14,15,22.0,24.0,46.0,28.0,1016.8,1014.2,2.0,1.0,12.9,18.5,0,0,0
86395,23.0,26.6,0.8,2.2,1.8,9,46.0,10,9,19.0,33.0,84.0,76.0,1017.1,1014.0,8.0,7.0,23.7,25.6,0,0,0
67573,17.4,23.5,0.0,4.8,5.3,3,59.0,3,3,28.0,37.0,57.0,46.0,1020.7,1017.6,5.0,7.0,17.6,22.3,0,0,0
101848,10.7,21.2,0.8,3.6,2.2,13,30.0,14,14,7.0,19.0,72.0,65.0,1021.9,1020.4,7.0,6.0,16.2,19.3,0,1,1
22492,17.2,20.8,0.2,5.2,8.3,2,43.0,2,9,20.0,22.0,65.0,54.0,1025.1,1023.5,7.0,2.0,18.3,19.6,0,0,0
37714,9.8,23.3,0.0,1.6,8.6,1,19.0,0,4,13.0,2.0,77.0,46.0,1026.2,1022.7,2.0,1.0,13.9,22.3,0,0,0
104844,16.6,27.9,0.0,6.2,3.3,14,28.0,5,6,15.0,22.0,49.0,26.0,1022.0,1020.0,3.0,7.0,19.2,26.7,0,0,0
83737,14.4,24.7,0.2,4.0,2.1,1,17.0,12,0,4.0,7.0,76.0,54.0,1027.8,1024.4,7.0,7.0,18.0,23.2,0,0,0
13724,13.4,24.9,0.0,3.6,5.5,5,31.0,1,0,15.0,13.0,57.0,31.0,1028.2,1023.6,7.0,7.0,18.3,23.7,0,0,0
77626,16.4,22.6,0.0,4.8,5.3,3,50.0,3,6,17.0,20.0,56.0,51.0,1020.9,1017.9,5.0,7.0,17.8,21.0,0,0,0
119766,15.4,21.8,1.4,0.8,1.5,6,24.0,5,7,11.0,7.0,82.0,81.0,1018.8,1017.5,6.0,6.0,17.9,21.2,1,1,1
31704,13.1,26.1,0.0,2.4,7.5,14,24.0,13,14,19.0,7.0,72.0,33.0,1026.0,1022.4,7.0,1.0,15.8,25.8,0,0,0
116573,15.3,21.8,0.8,0.8,1.5,7,28.0,3,6,15.0,13.0,79.0,92.0,1019.1,1017.7,6.0,6.0,18.3,19.7,0,1,1
34709,13.4,26.2,0.0,2.4,7.5,7,30.0,7,14,17.0,9.0,59.0,33.0,1026.0,1022.3,7.0,1.0,18.0,25.1,0,0,0
70054,11.0,27.1,0.0,2.4,7.0,13,39.0,3,13,11.0,17.0,56.0,33.0,1022.4,1019.9,1.0,6.0,17.8,25.7,0,0,0
128732,12.5,18.8,0.0,2.4,1.6,6,50.0,15,7,7.0,15.0,57.0,66.0,1010.6,1010.7,7.0,7.0,16.5,17.1,0,0,0
64611,15.2,22.8,0.2,4.8,5.3,3,59.0,3,3,28.0,37.0,65.0,50.0,1020.9,1017.7,5.0,7.0,15.6,21.2,0,0,0
98852,10.9,20.7,0.0,0.6,4.2,7,26.0,3,7,17.0,19.0,83.0,68.0,1019.1,1017.8,7.0,7.0,14.5,20.2,0,1,1
93093,20.2,28.4,0.0,6.6,9.6,4,35.0,9,1,13.0,26.0,61.0,66.0,1018.5,1015.0,2.0,1.0,25.3,26.6,0,0,0
135161,9.9,25.9,0.0,4.2,7.6,10,22.0,12,5,6.0,6.0,29.0,20.0,1019.2,1016.0,4.0,6.0,19.2,25.4,0,0,0
120131,7.5,17.5,0.0,2.6,4.2,9,30.0,10,0,15.0,15.0,76.0,69.0,1025.2,1024.6,4.0,6.0,12.0,15.4,0,0,0
105209,12.8,24.2,0.0,4.2,9.7,14,50.0,7,13,20.0,35.0,56.0,26.0,1014.3,1012.1,0.0,0.0,17.7,23.1,0,0,0
116938,9.4,17.7,0.0,2.6,4.2,2,39.0,10,0,15.0,13.0,70.0,78.0,1025.4,1024.9,4.0,6.0,12.8,13.9,0,0,0
38079,8.8,19.0,0.4,2.6,1.6,6,48.0,0,3,13.0,26.0,85.0,89.0,1017.8,1012.7,7.0,7.0,13.0,16.2,0,1,1
138345,22.9,33.1,0.0,7.4,10.9,1,37.0,0,5,19.0,22.0,76.0,43.0,1015.1,1011.0,1.0,1.0,27.6,32.5,0,0,0
87122,22.0,28.1,0.4,4.2,5.8,9,33.0,8,2,17.0,20.0,73.0,66.0,1017.7,1014.5,2.0,7.0,25.0,26.9,0,0,0
32065,13.8,21.5,0.2,0.4,1.8,6,28.0,5,4,2.0,7.0,84.0,66.0,1020.6,1015.5,8.0,6.0,16.9,20.9,0,0,0
35074,14.7,22.5,0.0,0.4,1.8,3,28.0,7,3,11.0,13.0,78.0,54.0,1020.6,1015.2,8.0,6.0,16.9,21.9,0,1,1
77991,7.3,16.0,0.0,4.4,0.7,4,33.0,5,3,9.0,15.0,64.0,79.0,1012.3,1008.8,7.0,7.0,15.9,15.2,0,1,1
84096,15.9,22.7,0.8,3.2,2.9,11,13.0,8,3,6.0,2.0,78.0,77.0,1022.6,1018.9,6.0,6.0,19.3,21.7,0,0,0
129094,6.7,15.5,0.0,0.8,1.2,3,44.0,7,7,9.0,9.0,73.0,66.0,1010.4,1003.8,7.0,7.0,8.9,14.1,0,0,0
64976,11.1,15.4,0.2,4.4,0.7,3,61.0,3,6,28.0,22.0,82.0,74.0,1012.7,1008.7,7.0,7.0,12.7,14.9,0,1,1
22857,15.7,20.9,0.4,3.4,3.5,9,33.0,2,2,15.0,13.0,49.0,54.0,1024.9,1022.9,7.0,7.0,18.6,18.7,0,0,0
67777,14.6,18.4,0.0,4.8,2.7,7,39.0,3,6,15.0,19.0,66.0,66.0,1014.0,1012.0,7.0,8.0,15.1,17.2,0,1,1
78354,13.7,17.5,0.0,4.8,2.7,3,50.0,5,6,17.0,20.0,68.0,67.0,1014.4,1012.3,7.0,8.0,14.6,16.9,0,1,1
84457,15.8,27.7,0.0,2.4,7.1,11,19.0,12,11,2.0,4.0,76.0,48.0,1018.1,1013.9,6.0,7.0,19.8,26.1,0,0,0
120497,13.1,19.8,0.0,1.6,0.0,8,11.0,8,8,4.0,2.0,92.0,62.0,1019.5,1015.5,7.0,7.0,15.1,19.7,0,0,0
32431,11.9,23.2,0.0,4.0,9.9,13,37.0,14,14,9.0,17.0,54.0,29.0,1017.9,1013.4,0.0,1.0,14.5,23.0,0,0,0
35439,11.8,23.8,0.0,4.0,9.9,13,48.0,7,13,26.0,33.0,44.0,27.0,1017.9,1013.1,0.0,1.0,16.0,22.0,0,0,0
138711,24.8,34.1,0.0,6.8,10.5,0,35.0,2,2,11.0,15.0,73.0,42.0,1011.5,1007.7,2.0,4.0,29.1,32.7,0,0,0
65342,12.3,17.7,0.0,4.8,2.7,6,52.0,6,6,30.0,28.0,61.0,65.0,1014.3,1012.5,7.0,8.0,15.2,16.5,0,0,0
32796,14.8,20.4,0.0,1.4,0.5,5,43.0,4,5,11.0,17.0,78.0,72.0,1025.3,1020.9,7.0,7.0,19.5,20.2,0,1,1
68142,10.2,17.8,0.0,0.8,0.2,4,28.0,7,5,2.0,9.0,87.0,65.0,1020.6,1017.6,7.0,8.0,13.4,17.6,0,0,0
65707,9.1,17.2,0.2,0.8,0.2,4,44.0,5,3,22.0,11.0,67.0,78.0,1020.7,1017.7,7.0,8.0,15.3,15.1,0,1,1
78713,9.4,16.7,0.0,0.8,0.2,0,28.0,9,1,2.0,9.0,91.0,72.0,1020.5,1017.6,7.0,8.0,11.9,16.5,0,0,0
120862,15.4,22.9,1.0,3.6,4.1,12,37.0,5,14,7.0,15.0,97.0,63.0,1014.2,1011.4,8.0,5.0,17.2,21.4,0,1,1
139076,23.5,34.7,0.0,5.0,11.2,0,28.0,10,1,9.0,6.0,64.0,28.0,1011.9,1008.0,1.0,1.0,27.2,33.5,0,0,0
35801,16.6,21.8,0.0,1.4,0.5,5,41.0,4,5,13.0,24.0,82.0,76.0,1025.3,1020.8,7.0,7.0,19.1,21.1,0,1,1
44582,4.0,15.9,0.0,0.6,2.0,6,17.0,9,10,6.0,7.0,95.0,63.0,1022.5,1019.7,8.0,7.0,8.4,14.8,0,1,1
6108,6.7,17.3,0.0,2.2,8.0,2,22.0,2,2,13.0,9.0,83.0,51.0,1026.2,1023.1,2.0,6.0,10.2,17.1,0,0,0
127027,5.1,12.7,0.0,1.0,7.2,6,43.0,7,6,17.0,22.0,80.0,57.0,1028.6,1026.8,1.0,4.0,5.7,11.3,0,0,0
20787,14.0,17.9,0.0,4.0,6.7,0,46.0,2,2,24.0,20.0,64.0,59.0,1025.5,1023.1,6.0,2.0,15.4,16.8,0,0,0
85055,21.4,26.5,0.0,3.2,3.5,9,37.0,10,9,19.0,26.0,72.0,56.0,1016.9,1013.6,7.0,3.0,22.5,25.3,0,0,0
82045,12.9,22.8,0.0,1.9,8.7,2,28.0,11,2,9.0,11.0,72.0,59.0,1021.8,1019.1,1.0,3.0,16.8,20.3,0,0,0
72925,3.3,14.6,0.0,1.2,8.4,3,33.0,3,3,13.0,17.0,94.0,62.0,1026.8,1022.8,4.0,3.0,6.4,14.3,0,0,0
103147,5.0,18.8,0.0,2.2,9.6,5,44.0,1,3,6.0,30.0,56.0,29.0,1024.4,1019.2,1.0,1.0,10.5,17.9,0,0,0
136274,16.2,28.4,0.0,7.2,10.5,9,33.0,9,7,26.0,17.0,31.0,21.0,1015.3,1011.7,1.0,1.0,19.1,27.8,0,0,0
68349,3.6,17.2,0.2,1.2,9.0,4,22.0,1,4,7.0,13.0,95.0,45.0,1027.0,1023.3,3.0,2.0,7.4,17.0,0,0,0
97146,5.2,14.8,0.2,1.2,8.4,5,39.0,5,5,17.0,28.0,91.0,62.0,1026.6,1021.9,7.0,4.0,7.2,14.0,0,0,0
100145,4.1,15.5,0.0,0.6,8.3,1,46.0,1,4,9.0,20.0,73.0,57.0,1025.7,1020.8,5.0,5.0,10.8,14.4,0,0,0
12049,5.7,21.7,0.0,3.2,7.2,1,39.0,0,2,9.0,19.0,73.0,39.0,1024.6,1020.7,1.0,6.0,11.3,20.1,0,0,0
91023,14.0,25.3,0.0,5.0,10.4,1,33.0,9,1,9.0,22.0,42.0,37.0,1018.8,1014.8,1.0,1.0,21.2,23.7,0,0,0
36373,6.0,13.8,0.0,1.0,2.9,13,28.0,14,13,9.0,17.0,78.0,74.0,1020.6,1020.8,7.0,7.0,10.1,13.3,0,0,0
85420,17.5,28.4,0.0,4.8,10.3,10,37.0,7,2,9.0,26.0,72.0,53.0,1017.8,1015.1,6.0,6.0,23.5,27.1,0,0,0
39346,5.9,18.0,0.0,2.2,9.6,14,48.0,14,13,30.0,24.0,61.0,42.0,1020.3,1018.5,1.0,1.0,10.4,17.9,0,0,0
115232,13.4,20.7,0.6,1.2,3.7,1,31.0,4,0,19.0,9.0,80.0,47.0,1027.1,1024.2,7.0,7.0,16.4,20.1,0,0,0
133455,4.9,18.2,0.0,6.4,10.2,2,43.0,0,9,13.0,22.0,66.0,21.0,1027.7,1024.8,1.0,1.0,10.9,17.7,0,0,0
127392,8.1,13.3,0.4,2.4,6.2,7,52.0,1,14,11.0,26.0,64.0,49.0,1007.1,1008.0,1.0,4.0,10.0,12.5,0,0,0
103510,8.1,19.6,0.0,3.8,9.4,12,31.0,15,11,17.0,19.0,90.0,46.0,1027.3,1025.8,0.0,2.0,11.5,19.0,0,0,0
12414,2.6,16.4,0.0,1.8,9.5,12,43.0,8,15,6.0,30.0,80.0,45.0,1023.2,1021.8,0.0,0.0,8.6,15.7,0,0,0
82404,15.6,22.3,0.0,1.4,4.4,12,17.0,12,13,4.0,4.0,66.0,34.0,1019.7,1018.0,6.0,2.0,16.5,21.9,0,0,0
33368,7.4,19.9,0.0,2.8,9.7,13,56.0,7,13,15.0,41.0,49.0,40.0,1018.6,1017.4,1.0,1.0,12.8,18.7,0,0,0
6472,4.0,17.4,0.0,1.8,8.0,15,24.0,15,13,7.0,9.0,73.0,52.0,1024.7,1023.1,1.0,4.0,9.8,17.1,0,0,0
9460,5.3,18.0,0.0,2.2,9.1,15,24.0,13,10,9.0,11.0,74.0,52.0,1019.4,1018.8,1.0,1.0,14.8,17.3,0,0,0
68714,9.4,17.8,0.0,2.6,4.5,15,37.0,13,13,15.0,17.0,88.0,62.0,1022.9,1022.0,2.0,7.0,11.7,17.5,0,0,0
136639,20.4,31.7,0.0,6.2,11.0,1,46.0,2,0,20.0,26.0,47.0,35.0,1015.6,1011.7,0.0,2.0,24.3,30.2,0,0,0
63270,7.2,15.9,1.0,2.2,6.9,15,39.0,14,14,20.0,24.0,72.0,54.0,1018.4,1018.8,5.0,3.0,11.7,14.2,0,0,0
45312,4.3,13.0,0.0,2.8,5.0,6,43.0,3,7,26.0,26.0,79.0,49.0,1019.8,1019.2,7.0,5.0,8.4,12.5,0,0,0
12749,3.8,16.9,0.0,3.2,9.1,12,31.0,12,12,13.0,22.0,79.0,43.0,1019.4,1017.0,1.0,1.0,9.9,16.6,0,0,0
69049,8.7,18.2,0.0,1.2,2.7,6,35.0,6,6,7.0,19.0,81.0,47.0,1017.9,1013.9,7.0,6.0,11.1,17.3,0,0,0
